,newid,region,fam_type,earncomp,bls_urbn,cutenure,age_ref,sex_ref,marital1,educ_ref,inclass,kids,inc,inc.a,food,house,transport,utili,health,enter
3019,3010483,3,7,1,1,2,40,2,3,16,8,1,52925,60000,2513.3332,8012,2100,1748,2832,1204
3020,3059883,2,6,1,1,4,32,1,3,15,8,1,55000,62000,2920,7840,1240,3840,1376,240
3028,3007842,3,7,1,1,1,34,2,1,16,9,1,93415.4,110542.4,6153.3332,23053.3332,2413.3332,2872,8000,5592
3029,3087394,3,7,1,1,4,37,2,3,13,5,1,26529,25000,2993.3332,9028,794.6668,800,1920,444
3031,3000912,3,6,1,1,4,27,1,5,13,8,1,48674,52900,1560,5802.6668,1002.6668,840,2544,940
3032,2925063,3,6,1,1,4,31,1,5,14,8,1,50904,55000,5026.6668,14960,5040,3520,5269.3328,552
3039,3082361,3,9,1,1,4,54,2,5,12,4,1,22982.6,19011.6,1446.6668,3649.3332,2297.3332,2556,1678.4,524
3040,3010882,3,7,1,1,4,44,2,3,15,8,1,49660,57000,4073.3332,5520,864,2080,4832,120
3041,2842844,3,7,1,1,4,40,2,3,13,7,1,41894,44400,5200,12244,4530.6668,4020,192,2324
3048,3086501,3,7,1,1,4,32,2,5,14,5,1,28208,26720,2218.6668,4104,2408,1864,736,320
3051,2869814,2,6,1,1,2,43,1,5,12,9,1,109096,140000,2426.6668,2372,3317.3332,1160,13866.6672,900
3052,3079383,3,7,1,1,1,36,2,4,12,6,1,29849,30000,1866.6668,4440,1180,968,3536,448
3059,2800965,2,7,1,1,4,44,2,3,12,5,1,25147,25229,2088,10190.6668,2000,3308,9290.6672,912
3060,3079964,3,6,1,1,1,30,1,3,14,6,1,36772,38000,1386.6668,4586.6668,752,1380,869.3328,1878.6668
3061,2807495,3,7,1,1,1,46,2,4,13,4,1,21419,17160,2600,3629.3332,320,1736,2160,520
3065,3069474,3,7,1,1,4,30,2,3,13,7,1,43913,48700,3640,6240,400,940,4320,280
3068,3047472,3,6,1,1,2,42,1,5,11,7,1,40992,43000,4800,2338.6668,796,1616,11093.3328,1544
3070,3084363,3,7,1,1,1,28,2,4,15,7,1,38030,41075,1820,4492,789.3332,916,9344,704
3072,3010972,3,7,1,1,4,55,2,3,14,5,1,23364.2,23744.2,3606.6668,10436,800,1756,8000,720
3074,3062513,2,7,1,1,4,27,2,5,13,4,1,22196.2,17953.2,2426.6668,7224,3088,2152,4160,152
3079,2990722,3,7,1,1,1,31,2,2,13,3,1,17674,13000,4610.6668,13405.3332,5220,4504,4160,784
3082,3070774,4,7,1,2,1,50,2,5,12,5,1,23552,20000,1109.3332,3497.3332,600,1168,2800,276
3090,2845574,4,7,1,1,4,39,2,4,16,9,1,85590,107000,2773.3332,19652,4306.6668,1376,24960,964
3091,2927893,3,7,1,1,1,38,2,5,12,5,1,24693,21364,173.3332,6686.6668,2592,1208,2602.6672,812
3097,2990192,4,7,1,1,4,31,2,3,11,5,1,28722,27000,3813.3332,14480,2026.6668,3700,3840,1304
3098,3067041,3,7,1,1,1,52,2,3,13,7,1,38968,42400,4680,8820,2000,2904,21776,2996
3099,2867604,1,6,1,1,1,57,1,2,11,6,1,35305,38000,2664,4089.3332,3540,1404,4714.6672,872
3100,2922753,3,7,1,1,1,43,2,3,15,8,1,55924,60000,5040,11989.3332,2408,1860,10880,1960
3101,2841014,3,9,1,1,2,53,1,1,13,8,1,56874.6,66572.6,2773.3332,3341.3332,800,1484,4298.6672,444
3103,2798805,4,7,1,1,4,41,2,3,16,9,1,64655,74550,12133.3332,13093.3332,2864,1464,13680,3828
3106,3088443,3,5,2,2,1,34,1,1,13,9,1,78223.6,81152.6,4333.3332,6205.3332,6225.3332,940,8000,11268
3111,3004182,1,5,1,1,1,46,1,1,15,9,1,110016.4,120845.4,5546.6668,17346.6668,1280,2200,32000,240
3116,3086121,2,2,1,1,1,30,1,1,15,7,1,45455,48000,1973.3332,4204,6820,1388,18773.3328,488
3118,2992612,1,2,1,1,4,37,1,1,16,9,1,63803,72000,2426.6668,20716,5124,5120,17066.6672,2368
3120,2932023,1,3,2,1,4,51,1,1,16,7,1,42178.4,44209.4,4301.3332,13746.6668,1236,2680,752,244
3121,3068753,3,3,2,1,1,43,1,1,13,9,1,66950,72200,3640,4334.6668,1000,1588,5589.3328,696
3122,2877094,4,3,2,1,1,40,1,1,13,8,1,56469,59300,2513.3332,6502.6668,706.6668,2248,8666.6672,656
3124,3006272,1,3,2,1,1,55,2,1,15,9,1,148037,176000,1733.3332,8377.3332,1885.3332,1880,8960,1496
3125,2922793,1,2,2,1,4,31,1,1,12,7,1,40919,43239,3640,8380,1636,1500,6080,1976
3126,3080164,2,3,2,2,2,46,2,1,13,9,1,69712,75400,3726.6668,16972,3004,2592,2720,448
3128,2807855,4,2,2,1,4,54,1,1,11,8,1,49480.4,51754.4,3310.6668,5800,3680,1400,1920,996
3131,2998332,3,7,1,1,4,39,2,5,13,8,1,51662,57600,5373.3332,14184,1344,3660,4000,3304
3133,2809345,4,2,2,1,4,27,1,1,12,9,1,81211.4,97134.4,5026.6668,5168,2240,2208,7600,600
3137,2877144,4,3,2,1,4,30,2,1,13,7,1,42889,44000,2330.6668,5360,766.6668,560,208,1272
3138,2930733,3,3,2,1,2,51,1,1,15,9,1,114862.6,131336.6,7901.3332,6148,13940,3976,23136,5536
3139,3002102,1,2,2,1,1,39,1,1,15,9,1,133069.2,162245.2,4905.3332,15186.6668,794.6668,2020,12693.3328,7644
3140,2991572,3,3,2,1,1,42,1,1,15,9,1,165656.8,213130.8,4546.6668,18088,1220,2324,21552,10308
3143,3057752,3,2,2,1,1,34,2,1,15,9,1,87284,100025,3560,9646.6668,8033.3332,2848,55568,904
3147,3062493,3,2,2,1,1,28,1,1,16,1,1,3116,3116,3536,31568,3916,3640,693.3328,1000
3148,2994442,3,2,2,1,4,31,1,1,12,6,1,33624,31500,4680,18048,1740,2464,21600,400
3151,2950383,4,2,2,1,1,40,2,1,16,9,1,144587,180000,3553.3332,22641.3332,5304,1812,2880,5364
3152,3064611,3,3,2,1,1,41,1,1,16,9,1,78084,86400,8840,9330.6668,3053.3332,3756,57436.8,1920
3153,3008442,3,3,2,1,4,35,2,1,13,9,1,100635.4,114255.4,3120,4192,960,1300,15104,3644
3155,2796945,3,3,1,1,1,59,1,1,16,9,1,73935,85000,7106.6668,14094.6668,2984,4249.3332,10528,400
3159,2932363,4,2,2,1,4,35,2,1,15,9,1,67630,74756,3328,15853.3332,14260,4092,1600,2912
3160,3061553,2,2,2,1,4,31,2,1,15,9,1,134468,168000,3640,13808,2660,3008,130400,720
3164,2952983,4,2,2,1,4,33,2,1,15,9,1,134373,173607,6240,17932,2100,720,1760,3264
3165,3062603,1,2,2,1,1,33,1,1,16,9,1,100146,116000,5893.3332,15908,140480,3160,64,168
3170,2931923,3,2,2,1,1,38,1,1,14,9,1,106164,125000,7973.3332,25033.3332,4816,3776,23360,2680
3172,3074444,2,3,1,1,1,44,2,1,11,3,1,17274,13000,10686.6668,3946.6668,2133.3332,1720,7941.3328,500
3173,2928033,2,3,1,1,1,44,1,1,15,8,1,53024,58000,3986.6668,11052,3685.3332,2508,9344,1200
3174,3064394,2,3,2,1,4,48,1,1,12,8,1,53173,58288,5320,8328,3428,1216,10608,2396
3180,2992082,4,2,2,1,1,32,1,1,13,9,1,153043,192918,8666.6668,34089.3332,7269.3332,3812,13280,2416
3183,3000532,4,3,1,1,1,62,1,1,14,5,1,32290,29000,3120,14872,2252,1600,2720,480
3184,3004912,3,3,2,1,1,48,1,1,15,9,1,147243,174066,13729.3332,14360,5752,2884,7824,1040
3187,2875564,4,2,2,1,1,47,1,1,15,9,1,81104.6,91197.6,5026.6668,6466.6668,856,1356,640,152
3190,2808285,4,3,2,1,4,37,2,1,12,7,1,44589,46000,1560,6588,1712,1028,6240,980
3191,2872994,1,3,2,1,4,37,1,1,12,9,1,125480.2,154210.2,2270.6668,5104,1906.6668,1084,7925.3328,2604
3193,2952333,4,2,2,1,1,29,1,1,15,9,1,107717,119500,1126.6668,10590.6668,2200,2600,7802.6672,8320
3194,2926273,1,3,2,1,4,49,2,1,12,8,1,56086.2,61763.2,5314.6668,7112,3194.6668,800,10640,2920
3196,2806245,4,2,2,1,4,29,2,1,15,9,1,118045,132800,3085.3332,11032,736,1020,1040,1664
3197,2950603,3,2,2,1,1,36,1,1,15,9,1,129984,155000,4992,16417.3332,82726.6668,1204,6805.3328,12616
3198,2811835,4,3,2,1,1,60,2,1,12,9,1,115440.2,136583.2,2493.3332,10290.6668,1165.3332,2028,15520,2944
3200,3086481,3,3,2,1,1,44,1,1,12,9,1,75889,84000,3346.6668,5968.6668,2473.3332,1900,6960,1240
3201,2875334,3,3,2,1,1,53,1,1,13,8,1,50091,53650,5106.6668,6170.6668,7680,1532,33904,632
3203,2877044,3,3,2,1,1,48,2,1,15,9,1,136275,161892,5160,12290.6668,780,1396,7168,3216
3204,3053974,3,2,2,1,1,31,2,1,16,9,1,78158,85500,2125.3332,15141.3332,3165.3332,3032,6080,3560
3207,3006242,2,3,2,1,1,41,1,1,13,9,1,70288.6,79329.6,2233.3332,4132,1906.6668,2060,4757.3328,984
3210,3077193,3,2,2,1,1,35,1,1,13,9,1,122488,149002,3361.3332,15709.3332,5436,1260,7360,1504
3211,2838654,3,2,2,1,4,30,2,1,16,9,1,122821.4,151147.4,5269.3332,27020,1036,1076,21306.6672,912
3212,3081504,2,3,2,1,2,50,2,1,14,9,1,116188.2,141056.2,3640,2397.3332,800,988,20293.3328,496
3214,2813665,1,2,2,1,1,31,2,1,16,9,1,131173,155800,3586.6668,9956,2620,1504,8864,9356
3215,2794015,3,3,2,1,1,49,2,1,12,9,1,106188.6,126518.6,6066.6668,9897.3332,12500,4280,1760,5236
3216,3050533,2,2,2,2,2,35,2,1,13,6,1,33439.8,31251.8,4160,6793.3332,4908,3672,8320,1464
3217,3056453,3,7,1,1,1,46,2,3,13,1,1,1330,950,2426.6668,5724,1284,2704,6592,952
3219,3078091,3,2,2,1,4,33,1,1,13,7,1,39928,40000,2426.6668,4100,1880,720,4506.6672,4032
3222,2929643,3,3,2,1,1,42,2,1,13,9,1,74735,80000,4626.6668,17345.3332,3932,3600,7349.3328,1480
3225,3066273,3,3,2,1,1,45,1,1,12,9,1,87633,96000,6933.3332,11134.6668,2776,4108,6400,2320
3227,3046635,1,2,2,1,1,34,2,1,15,9,1,96039,110000,2080,58004,1172,1600,6949.3328,596
3228,2932343,4,3,2,1,1,47,1,1,16,9,1,157056,195001,15612,15884,6272,1592,34432,3628
3231,2874914,3,2,1,1,4,35,1,1,15,7,1,48926,49528,2504,6760,1401.3332,700,832,356
3233,2923763,3,3,1,1,2,38,1,1,14,8,1,59123,66000,3530.6668,7401.3332,2400,2450.6668,512,1496
3234,3073882,3,3,2,2,1,29,2,1,13,6,1,35339,33800,1733.3332,3446.6668,384,1836,720,1720
3235,3009772,2,3,2,1,1,59,1,1,13,9,1,79739,92001,3813.3332,5632,1036,2432,8842.6672,4640
3242,3063162,3,2,2,1,1,43,2,1,16,9,1,66244.6,74515.6,11613.3332,17530.6668,2000,4172,6400,1480
3243,3009932,3,3,2,1,4,28,2,1,12,7,1,44360,45268,2773.3332,6613.3332,360,780,5760,600
3245,2999412,3,3,2,1,1,44,1,1,11,8,1,63222,64000,4626.6668,24480,1912,2428,62800,1008
3246,2846684,4,2,1,1,1,43,1,1,14,9,1,91929.6,101736.6,6933.3332,16849.3332,640,2400,5962.6672,1584
3247,3011252,2,2,2,1,1,31,2,1,15,9,1,80269,90859,2600,5470,800,1188,3040,396
3249,3003272,4,2,2,1,1,30,1,1,14,9,1,117062,139152,3900,17937.3332,4693.3332,1820,8666.6672,2484
3254,2810895,3,2,2,1,1,30,2,1,15,8,1,56228,59000,3120,7774.6668,2236,1640,5872,396
3260,3078281,3,2,1,1,1,38,1,1,15,8,1,57538.8,59379.8,3380,9297.3332,4612,1312,8320,456
3264,2928433,4,2,2,1,4,43,2,1,15,9,1,65172,76000,3813.3332,11660,6185.3332,2980,16965.3328,264
3266,3006952,4,3,2,1,4,34,1,1,16,9,1,94381,103800,1820,7292,4600,1208,2400,422.6668
3268,2931253,1,3,2,1,1,41,1,1,15,9,1,121822.4,144516.4,6466.6668,22233.3332,7013.3332,4080,9760,5556
3271,2990782,2,3,1,2,2,48,1,1,10,8,1,53511.2,56503.2,1213.3332,5916,440,2080,30320,900
3273,3079794,3,2,2,1,1,29,2,1,14,8,1,58161,65000,1473.3332,9543.3332,12269.3332,1144,9664,2176
3274,2868894,2,2,2,1,1,37,1,1,13,9,1,96833,110000,2946.6668,10105.3332,1084,1680,1909.3328,160
3278,3002892,3,2,2,1,1,43,1,1,16,9,1,113829,131020,2600,7024,400,1280,4800,1156
3281,3067674,3,3,2,1,1,53,1,1,12,9,1,80133,95000,3553.3332,12509.3332,756,2660,4880,312
3282,3009882,3,2,2,1,1,30,1,1,13,8,1,64974,69000,2314.6668,7485.3332,1476,1700,14373.3328,1140
3283,2926623,3,3,2,1,1,43,1,1,16,9,1,146216,180000,22034.6668,26950.6668,13002.6668,4632,67072,9520
3285,2994042,1,3,2,1,1,39,2,1,15,9,1,83260,98000,5346.6668,13337.3332,5990.6668,3980,2112,3084
3291,2804705,3,2,2,1,1,32,1,1,16,9,1,101860,115659,2253.3332,10582.6668,1400,1324,7680,692
3294,2871024,2,2,2,1,1,38,1,1,16,9,1,133019.2,165153.2,2426.6668,4916,2680,1164,11200,1792
3295,3088081,3,3,2,2,4,37,1,1,12,9,1,75386,82232,3553.3332,3960,1669.3332,1760,10592,520
3297,2812735,1,2,2,1,1,38,2,1,15,9,1,121133,144000,5452,18761.3332,2477.3332,1880,7413.3328,6756
3299,2993142,2,3,2,1,1,37,1,1,12,8,1,57390,64000,5893.3332,21386.6668,2920,4128,3466.6672,1704
3302,3087371,2,3,2,1,1,49,1,1,15,9,1,123947.2,141022.2,4333.3332,16941.6668,3648,2460,1920,436
3303,2953553,1,7,1,1,4,41,2,5,14,9,1,88198.6,107039.6,6933.3332,82189.3332,1237.3332,4664,1838.4,392
3306,3066163,1,2,2,1,1,40,1,1,14,1,1,1783,1408,6229.3332,21557.3332,61520,4112,16000,4712
3308,2793085,4,3,2,1,4,28,1,1,13,7,1,46708,48500,8973.3332,10244,610.6668,856,8736,1300
3310,2805875,3,2,2,1,1,30,1,1,15,9,1,96462,112000,6860,4050,1125.3332,1076,9333.3328,436
3316,3049882,3,2,2,1,1,37,1,1,15,9,1,66528,70000,3813.3332,11317.3332,800,2484,6080,2060
