region,fam_type,earncomp,bls_urbn,cutenure,age_ref,sex_ref,marital1,educ_ref,inclass,kids,inc,food,house,transport,utili,health,enter
2,4,2,1,2,48,2,1,13,8,0,59123,7184,6861.3332,3540,5136,16400,928
4,4,2,1,2,46,2,1,15,9,0,161622.4,11373.3332,39208,11996,5492,85856,5344
3,5,2,1,1,50,2,1,13,9,0,113074.4,3553.3332,8501.3332,1274.6668,1704,9610.6672,3524
3,9,1,1,1,27,1,5,13,5,0,28575,3013.3332,6189.3332,2258.6668,2224,6400,864
2,4,2,2,1,46,2,1,12,9,0,129637.4,2773.3332,9132,5905.3332,3320,18864,524
3,9,1,1,1,41,1,5,15,5,0,22421,4506.6668,7600,1420,1920,19049.6,428
3,4,2,2,1,44,1,1,12,9,0,115387,10746.6668,11926.6668,6737.3332,5212,4800,1600
3,5,1,1,2,61,1,1,13,9,0,79399.8,2253.3332,3770.6668,637.3332,1684,9929.0672,504
3,5,2,1,2,53,2,1,14,9,0,76244,1906.6668,4274.6668,1664,3140,7246.4,400
2,5,2,1,1,53,1,1,15,9,0,199827,4686.6668,18996,62853.3332,4880,21086.4,1852
3,4,2,1,1,59,2,1,12,9,0,122887,13000,17481.3332,2980,3496,28720,2016
1,4,1,1,1,57,1,1,16,9,0,93846,7626.6668,20073.3332,3509.3332,5328,10538.6672,720
3,9,1,1,4,48,2,3,12,6,0,38636,3466.6668,15016,1268,3440,1280,232
3,4,2,1,1,50,2,1,13,9,0,97333.6,10400,8572,3856,4000,9429.3328,1200
3,9,1,1,1,57,2,2,12,5,0,27711,8496,6758.6668,1728,2868,5264,480
1,5,2,1,1,53,2,1,15,9,0,121605.8,5720,17309.3332,5242.6668,4484,28202.6672,848
1,5,2,2,1,50,2,1,12,9,0,73857,1733.3332,8013.3332,944,3600,8985.0672,288
3,4,2,1,1,55,2,1,14,8,0,54064,1820,3918.6668,1002.6668,1800,28800,40
1,4,2,1,1,47,1,1,13,9,0,69571.8,8320,24581.3332,12872,4796,19242.6672,1076
3,8,1,1,1,60,1,2,12,5,0,21663,3813.3332,6016,3324,4016,6517.3328,1056
1,8,1,1,4,51,1,3,16,8,0,50069,1473.3332,8038.6668,2850.6668,1924,4992,1480
3,8,1,1,1,60,1,1,15,9,0,92144,6293.3332,14594.6668,5052,2072,7056,1396
3,8,1,1,1,60,2,5,15,7,0,37180,2773.3332,4948,2204,1220,14144,4220
1,8,1,1,4,39,1,5,15,8,0,52649,2426.6668,14096,3796,1316,5024,1224
4,8,1,1,1,52,1,1,12,9,0,83641,3224,10390.6668,416,972,5248,420
3,8,1,1,1,41,2,5,16,9,0,88030.4,1282.6668,7837.3332,888,1288,3285.3328,2640
4,8,1,1,4,47,1,5,15,9,0,58694.4,8493.3332,29032,981.3332,3520,19200,1104
3,8,1,1,4,46,1,5,14,8,0,51920,4853.3332,7152,1280,1432,3200,568
4,8,1,1,1,48,1,1,15,8,0,48988,5546.6668,9306.6668,1600,2488,8000,428
3,8,1,1,1,63,2,2,15,9,0,129604.2,2846.6668,17464.3332,4781.3332,2720,46442.6672,980
2,8,1,1,1,55,2,3,12,8,0,48976,1317.3332,9581.3332,2592,2676,2576,1400
2,8,1,1,2,50,1,3,14,8,0,47867.4,6413.3332,6573.3332,3930.6668,2468,18026.6672,1328
3,8,1,1,4,48,1,1,12,4,0,14097,1560,3988,80,1040,1040,340
3,8,1,1,1,62,2,5,16,8,0,49894,1106.6668,2913.3332,1220,2040,5728,480
2,8,1,2,2,55,2,5,16,5,0,27972.8,2600,4845.3332,3432,2072,7116.8,64
2,8,1,1,4,45,1,3,13,6,0,30854,1906.6668,7549.3332,2669.3332,661.3332,11029.3328,240
3,8,1,1,1,36,1,1,12,8,0,57987,9533.3332,12261.3332,4746.6668,3580,11946.6672,1000
4,8,1,1,1,27,2,5,16,7,0,42728,5453.3332,26284,3381.3332,1636,1754.6672,1080
3,8,1,1,4,46,1,3,15,8,0,42186,1906.6668,5512,1360,640,3680,680
2,8,1,1,1,54,2,3,15,8,0,47142.2,2426.6668,8533.3332,1224,3200,13034.6672,560
3,8,1,2,4,34,1,4,14,7,0,34776,1286.6668,2868,1160,688,3381.3328,292
4,8,1,1,1,45,1,3,15,8,0,58138,2640,26616,7413.3332,1104,3200,4440
2,8,1,1,4,35,1,5,15,7,0,36456,1993.3332,3480,1496,480,1562.6672,732
4,8,1,1,1,43,2,5,16,8,0,50735,4333.3332,11249.3332,1644,1140,4960,144
3,8,1,2,2,40,1,5,14,8,0,53830,5373.3332,3690.6668,7172,2824,8181.3328,11000
2,8,1,1,4,57,1,3,13,3,0,11750,2486.6668,2836,160,120,96,1472
1,8,1,1,1,53,1,5,12,8,0,48577,2426.6668,6315.3332,4296,1140,11200,1200
3,8,1,1,1,54,1,5,15,9,0,78993,2993.3332,15980,1324,4994.6668,3786.6672,1948
3,8,1,1,1,62,2,3,13,7,0,42646,953.3332,4370.6668,592,1188,2842.6672,320
2,8,1,1,4,60,2,3,13,6,0,30900,1386.6668,7648,1153.3332,912,3829.3328,712
3,8,1,1,1,28,1,5,15,7,0,42678,1812,4578.6668,2386.6668,1436,320,396
4,8,1,1,4,60,2,3,13,9,0,81766,7397.3332,18140,5254.6668,1392,2090.6672,1648
1,8,1,1,4,38,1,5,13,6,0,30624,3120,9076,5844,1716,3349.3328,1320
3,8,1,1,1,46,1,4,12,1,0,2153,1733.3332,3329.3332,2133.3332,1840,320,160
1,8,1,2,1,53,2,3,16,6,0,37567,2744,13217.3332,3214.6668,2984,6304,800
4,8,1,1,4,28,2,5,13,5,0,25388,2253.3332,6640,704,1068,2080,1112
4,8,1,1,4,30,1,5,15,2,0,6171.6,1666.6668,6652,2386.6668,512,2528,493.3332
1,8,1,1,4,37,1,5,15,8,0,48299,11786.6668,11676,1560,1440,1525.3328,1600
2,8,1,1,1,28,1,5,15,9,0,60511,3466.6668,8924,12,1912,2080,1308
3,8,1,1,4,45,1,5,15,8,0,53080,4658.6668,9620,7468,1320,16800,4464
3,8,1,1,4,56,2,2,12,6,0,29475,1300,3132,480,632,560,116
2,8,1,1,1,38,2,5,13,6,0,30634.8,1473.3332,3125.3332,120,1028,208,1052
3,8,1,1,1,54,2,4,13,2,0,8686,2773.3332,2312,880,1245.3332,7114.6672,560
2,8,1,1,4,38,1,5,12,6,0,29630,2773.3332,4492,200,820,800,1452
3,8,1,1,4,30,1,5,16,6,0,34233.2,3482.6668,7496,160,1096,3605.3328,840
1,8,1,1,2,57,1,5,15,9,0,84696,2253.3332,2070.6668,620,620,485.3328,468
2,8,1,1,4,29,2,5,15,9,0,79255.2,5546.6668,12578.6668,3040,1380,4864,1200
4,8,1,1,1,51,2,3,15,9,0,117898,6266.6668,18528.6668,7120,1300,2848,7528
4,8,1,1,4,55,1,5,13,8,0,47109,3813.3332,5956,1724,600,640,400
2,8,1,1,1,57,2,5,16,9,0,80113,2080,15876,21017.3332,2516,17536,3668
4,8,1,1,4,57,2,3,13,7,0,41645.2,866.6668,6200,480,808,6400,284
3,8,1,1,1,64,1,1,16,9,0,90085,3033.3332,5870.6668,325.3332,2436,8478.4,2408
2,8,1,1,1,47,1,3,15,9,0,63010,2766.6668,5968,2205.3332,784,698.6672,440
3,8,1,1,1,62,2,3,15,4,0,18072,4437.3332,7165.3332,512,2840,175552,680
2,8,1,1,1,56,1,2,13,9,0,74140,1560,3194.6668,244,2328,3200,504
4,8,1,1,1,54,1,3,12,8,0,45886,4624,2909.3332,1396,800,4960,400
3,8,1,1,1,31,2,5,16,7,0,36484,2850.6668,5649.3332,484,1512,1952,2840
4,8,1,1,1,49,1,4,15,7,0,41811.6,866.6668,2289.3332,480,520,8224,32
1,8,1,1,1,30,1,5,15,6,0,27634,1877.3332,12205.3332,960,1824,1664,144
1,8,1,1,1,33,2,5,15,9,0,93685,2676,15178.6668,1708,748,2501.3328,1192
2,8,1,1,1,38,1,4,13,5,0,23390,780,6530.6668,528,1292,1856,600
2,8,1,2,4,54,1,3,13,9,0,70672.4,2600,3312,2900,372,20752,760
2,8,1,1,4,30,1,5,15,9,0,70063,1040,5652,974.6668,312,730.6672,1612
3,8,1,1,2,62,2,5,14,6,0,34412,3610.6668,8117.3332,680,2984,42853.3328,1132
3,8,1,1,1,41,1,5,15,7,0,39789,4013.3332,11169.3332,3700,1632,960,2152
3,8,1,1,1,55,2,2,16,9,0,67535,10016,6481.3332,800,1876,12464,220
4,8,1,1,4,30,1,5,13,6,0,29574,2426.6668,4442.6668,2086.6668,640,869.3328,352
4,8,1,1,4,35,1,5,10,6,0,31324.4,10920,15664,3060,960,5936,960
2,8,1,1,4,62,2,3,12,8,0,55072.4,780,4564,408,1116,26384,1324
4,8,1,1,4,40,1,5,16,7,0,40647,5200,7468,1000,1840,7680,1048
4,8,1,1,1,62,1,5,16,9,0,84505,4826.6668,16318.6668,3740,1860,32426.6672,12856
3,8,1,1,1,46,2,5,13,8,0,47907,4680,9017.3332,600,1792,11408,816
2,8,1,2,4,52,1,5,12,5,0,24001,693.3332,1580,400,240,8832,240
2,8,1,1,4,29,1,5,15,6,0,30641,520,2812,340,376,8666.6672,240
4,8,1,1,1,56,1,3,13,8,0,53570,3120,12805.3332,6280,2072,5600,986.6668
3,8,1,1,1,62,1,3,12,6,0,34680,1646.6668,3056,1593.3332,1120,7472,1368
3,8,1,1,2,59,2,3,13,6,0,30735,1560,3257.3332,344,1608,11520,300
4,8,1,1,4,39,2,5,15,7,0,35621.6,9706.6668,34072,800,5360,88736,2980
4,8,1,1,4,42,2,3,12,6,0,27019,3320,7020,344,768,3125.3328,576
1,8,1,1,1,54,1,4,15,8,0,49190,3570.6668,11104,3356,1532,15024,1560
3,8,1,1,4,31,1,5,15,5,0,26676,2773.3332,2720,240,344,3411.7328,260
3,8,1,1,1,54,2,3,14,9,0,78743,1473.3332,3738,1136,1516,5130.6672,1552
4,8,1,1,1,60,1,3,15,5,0,25800,2426.6668,14244,1194.6668,3320,6876.8,1160
3,8,1,1,2,51,2,3,12,6,0,27990,2080,4522.6668,22520,2256,26517.3328,20
3,8,1,1,2,54,2,5,14,3,0,10333,3293.3332,2649.3332,1008,1552,16528,808
4,8,1,1,4,51,1,5,13,9,0,59439,658.6668,6264,344,424,1600,320
3,8,1,1,4,45,2,5,14,6,0,32775,5546.6668,5152,1520,2352,9909.3328,472
4,8,1,1,1,31,2,5,15,9,0,86854,1640,1320,506.6668,636,6208,996
4,8,1,1,2,52,1,5,12,6,0,34873,589.3332,3902.6668,3100,2432,1280,476
4,8,1,1,4,28,2,1,12,7,0,38812,4160,11780,880,444,17632,320
3,8,1,1,1,32,1,1,15,8,0,55984,33953.3332,8573.3332,184,2200,1200,5752
3,8,1,1,1,49,2,5,15,6,0,31699,2622.6668,5184,3501.3332,1040,8512,928
1,8,1,1,1,29,2,4,14,6,0,26677,2426.6668,13757.3332,4228,3488,3136,940
3,8,1,1,4,33,2,5,15,8,0,55605,7986.6668,10417.3332,7240,1576,3541.3328,1704
4,8,1,1,4,47,2,3,13,6,0,29773,3986.6668,7196,1304,1940,5520,396
1,8,1,1,4,57,2,3,16,8,0,42273.2,1980,15916,1732,1692,17648,368
3,8,1,1,2,64,2,2,11,6,0,27327.2,2008,2713.3332,1564,2580,4853.3328,768
3,8,1,1,2,62,1,3,12,6,0,31065,5026.6668,2694.6668,4888,2022.6668,10912,912
4,8,1,1,1,49,2,4,16,8,0,45483.6,6226.6668,10353.3332,5093.3332,3400,25248,2944
3,8,1,1,1,64,2,3,15,6,0,31675.6,3482.6668,4673.3332,1156,2640,9600,768
3,8,1,1,1,46,1,3,11,7,0,38966,433.3332,1812,853.3332,1156,9706.6672,10968
4,8,1,1,2,54,1,1,11,9,0,91496,5026.6668,3709.3332,146061.3332,1744,9040,760
2,8,1,2,1,53,1,3,11,5,0,20649,3466.6668,5702.6668,800,2824,3392,1120
4,8,1,1,4,37,1,5,12,8,0,53197.8,3922.6668,11080,1812,1560,5546.6672,760
3,8,1,1,1,37,1,5,15,7,0,37930,3466.6668,6454.6668,3242.6668,1112,3840,876
4,8,1,1,1,34,1,5,15,9,0,67401,3466.6668,9238.6668,1036,1724,3648,352
3,8,1,1,1,40,1,3,14,4,0,17201,3813.3332,4428,2620,1760,2773.3328,352
3,8,1,1,4,43,1,5,15,8,0,48962.4,3640,8468,1049.3332,1720,6432,3212
2,8,1,1,1,40,2,5,15,6,0,32938,1386.6668,5142.6668,804,792,9642.6672,668
4,8,1,1,4,51,2,3,15,5,0,23454,426.6668,2904,1936,336,4746.6672,512
2,8,1,1,2,58,2,2,15,8,0,49527,1473.3332,3670.6668,2128,1724,9632,716
4,8,1,1,1,55,1,5,15,8,0,50856,1993.3332,5921.3332,2220,453.3332,2448,2508
3,8,1,1,1,58,2,5,16,9,0,87138.6,1473.3332,4712,3704,780,35296,2372
2,8,1,2,2,52,1,5,14,7,0,36487.6,3986.6668,2698.6668,748,2132,3200,400
3,8,1,1,1,39,1,3,14,8,0,46365.4,3120,7652,1020,2572,4160,808
4,8,1,1,1,29,2,5,15,9,0,117129,2773.3332,10544,400,660,8000,1732
2,8,1,1,4,59,2,5,16,8,0,47257,1872,2292,516,452,34784,400
1,8,1,1,4,28,1,5,12,8,0,49029,3293.3332,2252,596,752,1664,336
3,8,1,1,4,39,1,3,15,8,0,44080,1386.6668,7480,3712,1080,14800,1480
4,8,1,1,4,35,1,5,15,8,0,43109.6,1646.6668,6080,2508,784,2048,228
3,8,1,1,4,64,1,3,14,9,0,78466.2,3026.6668,5272,4036,1236,11584,5244
3,8,1,1,1,42,2,3,15,9,0,66653,2600,3660.6668,3176,1580,1626.6672,988
2,8,1,1,1,64,2,3,14,6,0,30784.4,1126.6668,3156,358.6668,724,6288,360
4,8,1,1,2,62,2,3,13,5,0,22225.6,3813.3332,3725.3332,952,1704,12485.3328,624
3,8,1,1,4,45,2,3,14,7,0,40201,606.6668,4146.6668,2292,880,4832,1960
2,8,1,1,1,61,2,5,15,8,0,57184,2449.3332,4862.6668,2192,1620,3680,452
3,8,1,1,1,44,1,5,14,9,0,85395,1560,6068,664,1884,8522.6672,1056
2,8,1,1,1,43,2,3,15,6,0,27855,3680,8080,2602.6668,2780,2064,448
1,8,1,1,4,36,1,5,16,6,0,27636.8,2600,16960,2120,2000,14080,1200
4,8,1,1,4,36,1,5,13,5,0,24899,2426.6668,10152,636,1176,6336,816
3,8,1,1,4,27,1,5,15,9,0,76465,4680,3100,153.3332,520,1040,1300
1,8,1,1,1,37,1,3,16,8,0,48244,693.3332,3740,2880,1040,9504,468
3,8,1,1,4,53,1,3,12,7,0,42375,3120,9344,1928,2080,2570.6672,696
1,8,1,1,4,48,1,3,15,9,0,57129,2513.3332,6536,1584,132,7200,448
3,8,1,1,4,59,1,3,12,6,0,27581,1386.6668,2340,445.3332,620,960,320
2,8,1,2,2,49,2,5,16,6,0,35497,2080,2365.3332,960,1732,26752,164
3,8,1,1,4,40,2,5,15,6,0,33894.8,1906.6668,13228,2348,1920,1317.3328,1124
1,8,1,1,1,49,1,3,12,9,0,96600.6,4680,16925.3332,65832,1848,480,80
2,8,1,1,4,42,1,3,15,9,0,55263,5304,7850.6668,600,664,16896,3728
3,8,1,1,4,58,1,3,11,6,0,31300.4,3482.6668,7020,3648,1076,18965.3328,592
1,8,1,1,4,47,1,3,15,8,0,47597,1733.3332,18064,1513.3332,2832,3184,968
3,8,1,1,1,52,2,3,15,6,0,35257,5373.3332,8725.3332,2704,1640,29232,720
4,8,1,1,4,40,1,3,16,9,0,83721.6,2426.6668,7292,893.3332,1092,3813.3328,3900
1,8,1,1,4,59,1,5,15,8,0,47104.6,3466.6668,11052,960,744,5573.3328,560
3,8,1,1,4,32,2,5,16,7,0,41527,2946.6668,5618.6668,1857.3332,512,400,828
4,8,1,1,4,28,1,5,14,5,0,22715,7280,10464,2932,440,3200,616
2,8,1,1,4,34,2,5,14,5,0,21656.2,1386.6668,3704,1022.6668,1424,3520,1032
4,8,1,1,1,51,1,5,13,7,0,46022,3306.6668,16826.6668,2313.3332,2164,7424,88
3,8,1,1,4,32,1,5,16,9,0,68840,2813.3332,7888,4206.6668,960,4480,1372
3,8,1,1,4,36,1,5,16,8,0,45717,1213.3332,5904,592,1712,592,1052
3,8,1,1,4,30,1,5,12,6,0,28742.4,2600,6440,1100,2104,693.3328,824
2,8,1,1,1,30,2,5,15,5,0,24161,780,2569.3332,420,1224,2186.6672,352
4,8,1,1,2,61,1,5,14,5,0,20211,3726.6668,3456,1120,704,13216,296
1,8,1,1,1,62,2,5,14,9,0,107108,918.6668,5018.6668,773.3332,652,800,760
1,8,1,1,4,49,2,3,12,4,0,14431.8,1906.6668,4384,824,1514.6668,3616,256
4,8,1,1,1,33,1,5,16,9,0,95984,2506.6668,7366.6668,1678.6668,1412,1920,600
2,8,1,1,1,55,1,5,13,5,0,20425,1126.6668,2760,348,748,4506.6672,640
3,8,1,1,2,44,2,3,13,5,0,21720,1386.6668,3513.3332,3308,1660,37184,1160
2,8,1,1,4,32,1,5,14,8,0,42839,1160,2616,850.6668,360,800,1716
2,8,1,2,1,58,2,2,12,3,0,11854,1300,2093.3332,173.3332,1360,160,168
3,8,1,1,1,56,2,5,16,8,0,45590,520,1492,696,880,1888,748
3,8,1,1,4,32,1,5,15,9,0,85120,3536,6184,1484,784,4800,1340
2,8,1,1,4,53,2,3,14,5,0,20772,3640,5532,256,1172,7152,3648
3,8,1,1,4,33,2,5,15,8,0,43409,2800,10005.3332,1324,1912,9301.3328,792
4,8,1,1,4,49,1,3,13,7,0,36064,7922.6668,11297.3332,1488,1988,4096,404
2,8,1,1,1,32,1,5,13,8,0,46802.6,6586.6668,10661.3332,9644,5444,5760,1280
3,8,1,1,4,44,1,3,15,9,0,55783,1213.3332,4180,5678.6668,468,4442.6672,272
3,8,1,1,4,29,1,5,16,7,0,36896.2,606.6668,7640,480,132,2272,292
3,8,1,1,1,49,1,5,12,9,0,56661,1906.6668,2190.6668,1112,1320,1386.6672,652
2,8,1,1,1,58,1,3,12,8,0,52925,1906.6668,3325.3332,676,1084,2949.3328,428
3,8,1,1,4,53,2,5,13,5,0,25778.2,4920,9949.3332,3570.6668,4644,39536,960
4,8,1,1,4,28,1,5,16,9,0,65027.4,4272,6008,4010.6668,1424,13120,6912
3,8,1,1,4,50,2,5,16,8,0,45862,1386.6668,3108,4296,492,1040,284
3,8,1,1,4,36,1,5,13,6,0,28151.8,3482.6668,11656,1200,2480,277.3328,656
3,8,1,1,4,38,1,5,15,8,0,48403,4853.3332,4398.6668,1140,806.6668,9760,524
4,8,1,1,1,62,2,2,16,9,0,90485,4285.3332,29309.3332,1468,2060,8640,1008
3,8,1,1,1,63,2,2,16,8,0,59310.2,1820,24921.3332,840,1192,4080,240
3,8,1,1,4,55,1,5,13,7,0,38553,2773.3332,5376.6668,800,3220,160,800
4,8,1,1,4,44,1,5,13,8,0,48796,953.3332,4080,849.3332,780,69.3328,268
2,8,1,1,1,46,2,5,13,8,0,44193,433.3332,2917.3332,81458.6668,880,1285.3328,1488
1,8,1,1,2,45,1,5,13,9,0,86066.8,2006.6668,2556,1120,1532,2912,504
1,8,1,1,2,47,1,5,15,9,0,102777,3986.6668,8053.3332,8902.6668,432,29792,2304
3,8,1,1,1,43,2,5,13,6,0,31912,693.3332,5402.6668,960,748,3328,320
3,8,1,1,1,29,1,5,13,8,0,56019,2946.6668,1522.6668,800,840,1200,284
4,8,1,1,4,57,1,5,15,8,0,56462.4,6066.6668,10300,1596,1188,16560,3028
3,8,1,1,4,40,1,5,12,6,0,28698.8,3006.6668,6980,2345.3332,1364,4416,608
2,8,1,1,1,53,1,3,13,8,0,53584,3494.6668,4585.3332,4593.3332,680,7626.6672,492
4,8,1,1,1,52,1,3,15,9,0,113598,1386.6668,7485.3332,592,820,1557.3328,284
3,8,1,1,1,32,1,1,16,9,0,92246,3900,27861.3332,2889.3332,2180,13120,456
1,8,1,1,1,59,2,3,12,7,0,46200.2,2426.6668,10922.6668,608,920,1920,2408
1,8,1,1,4,54,1,3,15,8,0,44228,1213.3332,2520,520,252,1072,332
3,8,1,1,1,35,1,5,16,7,0,36469,4680,6817.3332,3497.3332,1280,1978.6672,1108
4,8,1,1,4,29,2,5,16,5,0,23630,7573.3332,18264,8764,480,800,1496
1,8,1,1,4,45,1,5,15,9,0,62254,1426.6668,7348,808,592,2016,260
3,8,1,1,2,43,1,5,16,9,0,95380,7540,2242.6668,1481.3332,1024,960,1076
2,8,1,1,2,54,1,3,13,8,0,43543,2080,2496,2880,1796,2080,340
1,8,1,1,1,54,2,3,15,9,0,79942,5213.3332,15274.6668,4108,2180,1792,1144
3,8,1,1,4,27,2,5,15,8,0,47090,2166.6668,2440,1720,60,8512,592
1,8,1,1,1,56,1,3,15,1,0,1801,1040,3528.6668,3136,1540,2830.4,456
1,8,1,2,4,40,1,5,14,6,0,30849,3946.6668,5725.3332,1716,4277.3332,1802.6672,1132
4,8,1,1,4,55,1,3,13,6,0,32776,1976,9320,1476,368,160,888
2,8,1,1,1,38,1,5,13,9,0,78131.8,6586.6668,14168,6248,2148,3520,10872
2,8,1,1,4,29,2,5,15,7,0,36502,3466.6668,2352,4804,604,1488,1592
3,8,1,1,1,53,1,3,12,6,0,30608.2,2080,2567.3332,406.6668,1280,4160,400
3,8,1,1,2,30,1,5,13,2,0,8481,2946.6668,3024,448,2784,288,40
3,8,1,1,1,54,1,3,15,8,0,43671.2,3482.6668,7404,480,2192,640,664
1,8,1,1,1,47,1,5,12,8,0,49761,7973.3332,10373.3332,4000,3588,4853.3328,4220
3,8,1,1,2,57,1,3,13,7,0,36263,9880,5221.3332,2001.3332,1664,480,1624
3,8,1,1,4,55,1,5,10,4,0,18271,1906.6668,2584,800,588,1317.3328,260
1,8,1,1,4,58,1,4,12,6,0,30590.6,953.3332,5020,1640,840,4853.3328,296
2,8,1,1,4,61,1,3,15,7,0,38357,1560,8712,50384,1192,1024,1488
3,8,1,1,4,36,1,5,15,9,0,58453.4,3640,6324,4424,1448,2736,784
4,8,1,1,4,46,2,5,15,3,0,11305,2704,8532,1720,996,5488,832
4,8,1,1,1,56,1,3,14,8,0,58792,1993.3332,9081.3332,600,1888,2944,1240
4,8,1,1,1,40,1,5,13,7,0,42206,2392,4505.3332,2680,1120,778.6672,500
4,8,1,1,4,56,2,3,15,5,0,22351,1733.3332,4640,360,1660,2080,400
1,8,1,1,4,59,2,3,12,5,0,18477,866.6668,3340,496,240,16240,220
2,8,1,1,4,35,1,5,16,8,0,53089,2806.6668,5304,2810.6668,1032,2048,496
3,8,1,1,2,48,2,5,12,4,0,17143.2,693.3332,3134.6668,240,1196,1146.6672,444
1,8,1,1,4,27,2,5,16,5,0,20065,3904,4090.6668,912,352,8320,36
1,8,1,1,4,49,2,5,16,8,0,46158.6,7149.3332,5016,5904,1048,5056,1096
3,8,1,1,4,54,2,3,12,7,0,40201,693.3332,2472,580,560,3328,1436
4,8,1,1,4,49,2,2,13,4,0,17801,1733.3332,5344,904,344,2464,560
1,8,1,1,1,56,2,5,15,8,0,52958,5893.3332,9644,220,1204,6880,540
3,8,1,1,2,61,2,3,12,5,0,24323,4680,2504,640,1312,3584,552
1,8,1,1,1,43,1,5,15,8,0,45647,5200,10952,1870.6668,4188,6240,2340
3,8,1,1,1,62,2,5,15,9,0,72488,4333.3332,6224,2533.3332,2360,6400,10104
1,8,1,1,4,32,2,5,15,6,0,27824.4,3446.6668,19692,4161.3332,460,2064,228
4,8,1,1,4,27,2,5,14,6,0,28410,3293.3332,8408,1732,344,320,744
3,8,1,1,2,56,1,3,12,7,0,40949,2600,1068,10148,904,1728,916
3,8,1,1,4,56,2,1,16,8,0,52626,1440,9609.3332,2588,504,320,188
3,8,1,1,1,61,2,3,16,9,0,102725,3906.6668,17713.3332,2352,4904,18581.3328,528
4,8,1,1,4,46,1,3,14,9,0,83680,13000,11536,400,1616,17920,1464
1,8,1,1,4,60,2,5,12,9,0,60394,1300,4646.6668,200,720,106.6672,416
4,8,1,1,4,35,1,5,13,6,0,29163.2,4072,6360,1252,648,5856,1680
2,8,1,1,1,33,2,5,16,8,0,52709,1820,4608,428,1424,416,436
3,8,1,1,1,56,1,3,15,8,0,55220,10330.6668,16945.3332,2520,2200,14560,872
2,8,1,1,4,29,2,5,15,8,0,47121,1906.6668,9005.3332,420,316,869.3328,232
3,8,1,1,4,52,1,5,15,4,0,16583,1456,7996,538.6668,2788,10240,2480
3,8,1,1,4,29,1,3,12,5,0,21468.6,1993.3332,2120,320,720,5200,280
1,8,1,1,4,34,2,3,15,6,0,33912.2,4981.3332,14984,8440,2492,2560,956
3,8,1,1,1,48,1,5,16,9,0,103708.4,2006.6668,13086.6668,2860,2832,9344,2120
3,8,1,1,1,44,1,3,16,9,0,83049.8,2080,1738.6668,1436,1140,2080,316
3,8,1,1,1,50,2,5,14,5,0,25735.4,2008,2949.3332,200,1744,2432,64
3,8,1,1,2,27,1,5,13,7,0,35949,7373.3332,10933.3332,8316,2220,6976,4908
2,8,1,2,1,29,1,5,15,7,0,36962,1525.3332,4061.3332,8266.6668,2160,7552,816
4,8,1,1,2,54,2,3,12,5,0,26306,1993.3332,2021.3332,1208,1500,2368,740
2,8,1,1,1,43,1,3,16,9,0,89658,2942.6668,11009.3332,2036,2064,2218.6672,1308
4,8,1,1,4,33,1,3,15,8,0,42307,2600,7444,892,1088,640,9492
4,8,1,1,4,30,1,5,15,8,0,48857.8,3482.6668,8252,106.6668,1844,4160,1202.6668
1,8,1,1,4,29,2,5,14,5,0,24374.6,1733.3332,3288,20,1500,3813.3328,332
4,8,1,1,4,58,2,3,13,5,0,26603,1866.6668,8848,4178.6668,912,44240,324
4,8,1,1,1,44,2,5,15,9,0,64299,1733.3332,5422.6668,3780,756,10197.3328,1100
2,8,1,1,4,35,1,3,15,9,0,75281,6240,10072,1624,720,3466.6672,552
3,8,1,1,4,51,2,3,16,9,0,92807,3761.3332,4645.3332,6974.6668,836,1520,552
4,8,1,1,4,51,2,5,15,8,0,49810.2,5200,28696,1205.3332,1080,3466.6672,1276
3,8,1,1,2,52,2,5,15,2,0,7348.4,780,2894,432,1360,816,120
2,8,1,1,2,64,2,5,16,3,0,15316.2,2773.3332,3732,680,2172,20736,372
3,8,1,1,2,57,1,3,12,9,0,91514,866.6668,6624,400,1580,3466.6672,500
2,8,1,1,1,61,2,3,12,8,0,45527,3466.6668,7161.3332,1956,1664,3040,208
2,8,1,1,4,42,1,5,16,9,0,65674.6,606.6668,3858.6668,2640,652,4512,544
4,8,1,1,4,48,2,3,15,8,0,42293,3120,7272,1524,320,6880,576
2,8,1,1,4,27,1,5,15,8,0,44485,3920,4600,6233.3332,600,9013.3328,1200
3,8,1,1,1,45,1,5,16,9,0,81499,2932,21670.6668,1462.6668,1980,1760,1412
3,8,1,1,4,37,1,3,15,9,0,86848,4853.3332,8648,3968,1360,7904,3424
3,8,1,1,4,62,1,1,12,7,0,34435,1178.6668,3952,4364,1152,2032,172
3,8,1,1,4,34,2,5,15,6,0,33401,1646.6668,4088,788,520,1941.3328,720
3,8,1,1,1,55,1,3,13,9,0,65038,4160,9202.6668,11018.6668,3520,12192,4660
2,8,1,2,4,48,1,3,11,6,0,33203.2,1508,964,1192,844,2176,316
3,8,1,1,1,47,2,5,16,9,0,63981,1040,3654.6668,300,844,42922.6672,512
1,8,1,1,1,61,1,3,12,6,0,32000.4,1560,6212,3084,1784,7680,1680
4,8,1,1,4,29,2,5,15,2,0,7800,1400,3896,1310.6668,100,304,1192
3,8,1,1,1,41,1,5,12,7,0,37649,2373.3332,3833.3332,3172,1588,5760,688
3,8,1,1,1,62,2,3,16,9,0,61757,3373.3332,14396,520,1048,2688,672
